"rgn_id","year","product","tonnes"
1,2007,"seasalt",135788
1,2008,"seasalt",145690
1,2009,"seasalt",2.2233e+06
1,2010,"seasalt",1.4605e+06
1,2011,"seasalt",1.3362e+06
1,2012,"seasalt",1.1739e+06
2,2007,"seasalt",4.0532e+06
2,2008,"seasalt",4.3009e+06
2,2009,"seasalt",4.2165e+06
2,2010,"seasalt",4.2941e+06
2,2011,"seasalt",4.0225e+06
2,2012,"seasalt",3.3469e+06
3,2007,"seasalt",2.123e+06
3,2008,"seasalt",2.249e+06
3,2009,"seasalt",2.2756e+06
3,2010,"seasalt",2.044e+06
3,2011,"seasalt",1.81e+06
3,2012,"seasalt",1.6995e+06
4,2007,"seasalt",2.23568e+07
4,2008,"seasalt",2.24567e+07
4,2009,"seasalt",2.41272e+07
4,2010,"seasalt",2.27305e+07
4,2011,"seasalt",2.41863e+07
4,2012,"seasalt",2.2191e+07
5,2007,"seasalt",946700
5,2008,"seasalt",1.23456e+06
5,2009,"seasalt",1.0661e+06
5,2010,"seasalt",1.4991e+06
5,2011,"seasalt",942500
5,2012,"seasalt",781000
7,2007,"seasalt",123500
7,2008,"seasalt",115670
7,2009,"seasalt",170500
7,2010,"seasalt",105900
7,2011,"seasalt",139900
7,2012,"seasalt",108800
8,2007,"seasalt",536700
8,2008,"seasalt",345600
8,2009,"seasalt",531400
8,2010,"seasalt",299900
8,2011,"seasalt",485000
8,2012,"seasalt",270400
9,2007,"seasalt",105600
9,2008,"seasalt",125700
9,2009,"seasalt",115700
9,2010,"seasalt",141600
9,2011,"seasalt",158000
9,2012,"seasalt",86200
10,2007,"seasalt",124200
10,2008,"seasalt",132900
10,2009,"seasalt",153400
10,2010,"seasalt",142900
10,2011,"seasalt",36300
10,2012,"seasalt",164300
11,2007,"seasalt",98000
11,2008,"seasalt",112340
11,2009,"seasalt",124800
11,2010,"seasalt",147800
11,2011,"seasalt",107500
11,2012,"seasalt",42200
1,2007,"sea_chemicals",327765
1,2008,"sea_chemicals",771622
1,2009,"sea_chemicals",446015
1,2010,"sea_chemicals",652876
1,2011,"sea_chemicals",892629
1,2012,"sea_chemicals",1.02028e+06
2,2007,"sea_chemicals",822200
2,2008,"sea_chemicals",567800
2,2009,"sea_chemicals",820340
2,2010,"sea_chemicals",73960
2,2011,"sea_chemicals",73960
2,2012,"sea_chemicals",1.04640e+06
3,2007,"sea_chemicals",1.4567e+06
3,2008,"sea_chemicals",1.5681e+06
3,2009,"sea_chemicals",1.64e+06
3,2010,"sea_chemicals",1.66629e+06
3,2011,"sea_chemicals",1.54371e+06
3,2012,"sea_chemicals",1.61e+06
4,2007,"sea_chemicals",6.34902e+06
4,2008,"sea_chemicals",4.58024e+06
4,2009,"sea_chemicals",7.24077e+06
4,2010,"sea_chemicals",6.34902e+06
4,2011,"sea_chemicals",4.58024e+06
4,2012,"sea_chemicals",8.41474e+06
5,2007,"sea_chemicals",1.30786e+06
5,2008,"sea_chemicals",73720
5,2009,"sea_chemicals",1.2847e+06
5,2010,"sea_chemicals",1.30786e+06
5,2011,"sea_chemicals",1.76204e+06
5,2012,"sea_chemicals",2.09057e+06
7,2007,"sea_chemicals",494421
7,2008,"sea_chemicals",619852
7,2009,"sea_chemicals",373133
7,2010,"sea_chemicals",494421
7,2011,"sea_chemicals",619852
7,2012,"sea_chemicals",1.00117e+06
8,2007,"sea_chemicals",378987
8,2008,"sea_chemicals",752636
8,2009,"sea_chemicals",269840
8,2010,"sea_chemicals",378987
8,2011,"sea_chemicals",752636
8,2012,"sea_chemicals",1.46211e+06
9,2007,"sea_chemicals",576500
9,2008,"sea_chemicals",665400
9,2009,"sea_chemicals",840900
9,2010,"sea_chemicals",576500
9,2011,"sea_chemicals",665400
9,2012,"sea_chemicals",805000
2,2009,"sea_medicine",820340
2,2010,"sea_medicine",73960
2,2011,"sea_medicine",73960
3,2009,"sea_medicine",1.64e+06
3,2010,"sea_medicine",1.66629e+06
3,2011,"sea_medicine",1.54371e+06
4,2009,"sea_medicine",7.24077e+06
4,2010,"sea_medicine",6.34902e+06
4,2011,"sea_medicine",4.58024e+06
5,2009,"sea_medicine",1.2847e+06
5,2010,"sea_medicine",1.30786e+06
5,2011,"sea_medicine",73720
7,2009,"sea_medicine",373133
7,2010,"sea_medicine",494421
7,2011,"sea_medicine",619852
8,2009,"sea_medicine",269840
8,2010,"sea_medicine",378987
8,2011,"sea_medicine",752636
9,2009,"sea_medicine",840900
9,2010,"sea_medicine",576500
9,2011,"sea_medicine",665400
6,NA,NA,NA
